 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> May 15, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\2H_CD2.txt

 Ion = Hydrogen [1] , Mass = 2 amu

 Target Density =  9.1800E-01 g/cm3 = 1.1039E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    033.33    007.18   
      C      6    016.67    042.82   
      H      1    033.33    007.18   
      C      6    016.67    042.82   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
  45.00 keV   7.865E+01  4.664E-01    8216 A       871 A      1106 A   
  50.00 keV   8.145E+01  4.290E-01    8827 A       889 A      1138 A   
  55.00 keV   8.391E+01  3.976E-01    9420 A       904 A      1166 A   
  60.00 keV   8.605E+01  3.708E-01    9999 A       918 A      1193 A   
  65.00 keV   8.793E+01  3.477E-01    1.06 um      931 A      1217 A   
  70.00 keV   8.956E+01  3.275E-01    1.11 um      943 A      1240 A   
  80.00 keV   9.223E+01  2.939E-01    1.22 um      971 A      1282 A   
  90.00 keV   9.421E+01  2.669E-01    1.33 um      996 A      1320 A   
 100.00 keV   9.563E+01  2.449E-01    1.43 um     1019 A      1355 A   
 110.00 keV   9.657E+01  2.264E-01    1.53 um     1041 A      1388 A   
 120.00 keV   9.711E+01  2.107E-01    1.64 um     1061 A      1418 A   
 130.00 keV   9.731E+01  1.972E-01    1.74 um     1080 A      1447 A   
 140.00 keV   9.722E+01  1.854E-01    1.84 um     1099 A      1475 A   
 150.00 keV   9.689E+01  1.751E-01    1.94 um     1117 A      1502 A   
 160.00 keV   9.635E+01  1.659E-01    2.05 um     1135 A      1528 A   
 170.00 keV   9.564E+01  1.577E-01    2.15 um     1153 A      1554 A   
 180.00 keV   9.479E+01  1.503E-01    2.25 um     1170 A      1579 A   
 200.00 keV   9.277E+01  1.376E-01    2.47 um     1223 A      1628 A   
 225.00 keV   8.987E+01  1.246E-01    2.74 um     1301 A      1689 A   
 250.00 keV   8.677E+01  1.140E-01    3.02 um     1378 A      1749 A   
 275.00 keV   8.363E+01  1.051E-01    3.31 um     1455 A      1810 A   
 300.00 keV   8.055E+01  9.765E-02    3.62 um     1534 A      1872 A   
 325.00 keV   7.759E+01  9.122E-02    3.93 um     1615 A      1935 A   
 350.00 keV   7.478E+01  8.563E-02    4.26 um     1697 A      1999 A   
 375.00 keV   7.213E+01  8.072E-02    4.60 um     1781 A      2066 A   
 400.00 keV   6.963E+01  7.638E-02    4.95 um     1866 A      2134 A   
 450.00 keV   6.512E+01  6.904E-02    5.69 um     2173 A      2277 A   
 500.00 keV   6.117E+01  6.305E-02    6.48 um     2476 A      2429 A   
 550.00 keV   5.771E+01  5.808E-02    7.32 um     2780 A      2591 A   
 600.00 keV   5.466E+01  5.387E-02    8.21 um     3084 A      2762 A   
 650.00 keV   5.196E+01  5.026E-02    9.15 um     3391 A      2943 A   
 700.00 keV   4.955E+01  4.713E-02   10.13 um     3700 A      3133 A   
 800.00 keV   4.545E+01  4.197E-02   12.23 um     4811 A      3543 A   
 900.00 keV   4.208E+01  3.788E-02   14.52 um     5858 A      3990 A   
   1.00 MeV   3.925E+01  3.455E-02   16.97 um     6877 A      4472 A   
   1.10 MeV   3.685E+01  3.178E-02   19.60 um     7883 A      4988 A   
   1.20 MeV   3.478E+01  2.945E-02   22.39 um     8886 A      5536 A   
   1.30 MeV   3.297E+01  2.745E-02   25.34 um     9890 A      6115 A   
   1.40 MeV   3.137E+01  2.572E-02   28.44 um     1.09 um     6723 A   
   1.50 MeV   2.996E+01  2.421E-02   31.70 um     1.19 um     7360 A   
   1.60 MeV   2.869E+01  2.287E-02   35.10 um     1.29 um     8023 A   
   1.70 MeV   2.755E+01  2.168E-02   38.65 um     1.40 um     8714 A   
   1.80 MeV   2.652E+01  2.061E-02   42.35 um     1.50 um     9429 A   
   2.00 MeV   2.472E+01  1.878E-02   50.15 um     1.88 um     1.09 um  
   2.25 MeV   2.325E+01  1.692E-02   60.57 um     2.41 um     1.29 um  
   2.50 MeV   2.172E+01  1.541E-02   71.68 um     2.90 um     1.50 um  
   2.75 MeV   2.026E+01  1.416E-02   83.58 um     3.37 um     1.73 um  
   3.00 MeV   1.901E+01  1.311E-02   96.31 um     3.84 um     1.96 um  
   3.25 MeV   1.791E+01  1.221E-02  109.84 um     4.32 um     2.21 um  
   3.50 MeV   1.694E+01  1.143E-02  124.18 um     4.80 um     2.48 um  
   3.75 MeV   1.608E+01  1.074E-02  139.31 um     5.28 um     2.75 um  
   4.00 MeV   1.530E+01  1.014E-02  155.23 um     5.77 um     3.04 um  
   4.50 MeV   1.398E+01  9.129E-03  189.38 um     7.57 um     3.65 um  
   5.00 MeV   1.288E+01  8.307E-03  226.61 um     9.28 um     4.32 um  
   5.50 MeV   1.196E+01  7.627E-03  266.86 um    10.94 um     5.03 um  
   6.00 MeV   1.117E+01  7.054E-03  310.09 um    12.60 um     5.80 um  
   6.50 MeV   1.049E+01  6.565E-03  356.24 um    14.25 um     6.61 um  
   7.00 MeV   9.892E+00  6.142E-03  405.28 um    15.92 um     7.47 um  
   8.00 MeV   8.899E+00  5.446E-03  511.78 um    22.05 um     9.32 um  
   9.00 MeV   8.102E+00  4.898E-03  629.47 um    27.76 um    11.36 um  
  10.00 MeV   7.447E+00  4.454E-03  758.10 um    33.34 um    13.57 um  
  11.00 MeV   6.899E+00  4.086E-03  897.51 um    38.89 um    15.96 um  
  12.00 MeV   6.432E+00  3.777E-03    1.05 mm    44.48 um    18.51 um  
  13.00 MeV   6.029E+00  3.513E-03    1.21 mm    50.12 um    21.24 um  
  14.00 MeV   5.678E+00  3.285E-03    1.38 mm    55.84 um    24.12 um  
  15.00 MeV   5.369E+00  3.086E-03    1.56 mm    61.64 um    27.17 um  
  16.00 MeV   5.095E+00  2.911E-03    1.75 mm    67.54 um    30.38 um  
  17.00 MeV   4.850E+00  2.755E-03    1.95 mm    73.53 um    33.75 um  
  18.00 MeV   4.629E+00  2.615E-03    2.16 mm    79.62 um    37.27 um  
  20.00 MeV   4.247E+00  2.377E-03    2.61 mm   102.50 um    44.78 um  
  22.50 MeV   3.857E+00  2.135E-03    3.23 mm   135.27 um    55.02 um  
  25.00 MeV   3.538E+00  1.940E-03    3.91 mm   166.34 um    66.19 um  
  27.50 MeV   3.272E+00  1.779E-03    4.64 mm   196.82 um    78.25 um  
  30.00 MeV   3.046E+00  1.643E-03    5.43 mm   227.20 um    91.21 um  
  32.50 MeV   2.852E+00  1.527E-03    6.28 mm   257.73 um   105.03 um  
  35.00 MeV   2.683E+00  1.427E-03    7.18 mm   288.55 um   119.71 um  
  37.50 MeV   2.535E+00  1.340E-03    8.14 mm   319.74 um   135.23 um  
  40.00 MeV   2.404E+00  1.263E-03    9.15 mm   351.36 um   151.58 um  
  45.00 MeV   2.182E+00  1.134E-03   11.33 mm   469.58 um   186.74 um  
  50.00 MeV   2.001E+00  1.030E-03   13.73 mm   580.76 um   225.08 um  
  55.00 MeV   1.851E+00  9.437E-04   16.32 mm   689.33 um   266.52 um  
  60.00 MeV   1.724E+00  8.713E-04   19.12 mm   797.22 um   311.00 um  
  65.00 MeV   1.615E+00  8.096E-04   22.11 mm   905.39 um   358.44 um  
  70.00 MeV   1.520E+00  7.563E-04   25.30 mm     1.01 mm   408.77 um  
  80.00 MeV   1.364E+00  6.690E-04   32.25 mm     1.42 mm   517.93 um  
  90.00 MeV   1.240E+00  6.003E-04   39.93 mm     1.79 mm   638.04 um  
 100.00 MeV   1.139E+00  5.448E-04   48.34 mm     2.16 mm   768.69 um  
 110.00 MeV   1.056E+00  4.990E-04   57.45 mm     2.52 mm   909.52 um  
 120.00 MeV   9.856E-01  4.606E-04   67.25 mm     2.88 mm     1.06 mm  
 130.00 MeV   9.253E-01  4.278E-04   77.71 mm     3.25 mm     1.22 mm  
 140.00 MeV   8.731E-01  3.995E-04   88.83 mm     3.62 mm     1.39 mm  
 150.00 MeV   8.275E-01  3.749E-04  100.59 mm     3.99 mm     1.57 mm  
 160.00 MeV   7.873E-01  3.532E-04  112.97 mm     4.37 mm     1.76 mm  
 170.00 MeV   7.515E-01  3.339E-04  125.96 mm     4.75 mm     1.95 mm  
 180.00 MeV   7.194E-01  3.168E-04  139.56 mm     5.13 mm     2.15 mm  
 200.00 MeV   6.645E-01  2.873E-04  168.47 mm     6.58 mm     2.59 mm  
 225.00 MeV   6.088E-01  2.577E-04  207.76 mm     8.64 mm     3.17 mm  
 250.00 MeV   5.638E-01  2.337E-04  250.41 mm    10.56 mm     3.79 mm  
 275.00 MeV   5.266E-01  2.140E-04  296.27 mm    12.43 mm     4.46 mm  
 300.00 MeV   4.953E-01  1.974E-04  345.20 mm    14.25 mm     5.17 mm  
 325.00 MeV   4.687E-01  1.833E-04  397.06 mm    16.06 mm     5.91 mm  
 350.00 MeV   4.457E-01  1.711E-04  451.73 mm    17.86 mm     6.69 mm  
 375.00 MeV   4.257E-01  1.605E-04  509.10 mm    19.65 mm     7.50 mm  
 400.00 MeV   4.080E-01  1.511E-04  569.06 mm    21.44 mm     8.34 mm  
 450.00 MeV   3.785E-01  1.355E-04  696.24 mm    28.06 mm    10.10 mm  
 500.00 MeV   3.548E-01  1.228E-04  832.62 mm    34.12 mm    11.96 mm  
 550.00 MeV   3.353E-01  1.124E-04  977.53 mm    39.87 mm    13.92 mm  
 600.00 MeV   3.190E-01  1.037E-04    1.13 m     45.43 mm    15.95 mm  
 650.00 MeV   3.052E-01  9.623E-05    1.29 m     50.85 mm    18.06 mm  
 700.00 MeV   2.934E-01  8.981E-05    1.46 m     56.15 mm    20.23 mm  
 800.00 MeV   2.742E-01  7.931E-05    1.81 m     75.23 mm    24.73 mm  
 900.00 MeV   2.594E-01  7.106E-05    2.18 m     92.18 mm    29.40 mm  
   1.00 GeV   2.476E-01  6.441E-05    2.58 m    107.90 mm    34.22 mm  
   1.10 GeV   2.381E-01  5.892E-05    2.99 m    122.76 mm    39.13 mm  
   1.20 GeV   2.303E-01  5.433E-05    3.42 m    136.96 mm    44.12 mm  
   1.30 GeV   2.237E-01  5.041E-05    3.86 m    150.62 mm    49.17 mm  
   1.40 GeV   2.182E-01  4.704E-05    4.31 m    163.81 mm    54.26 mm  
   1.50 GeV   2.135E-01  4.410E-05    4.77 m    176.58 mm    59.37 mm  
   1.60 GeV   2.095E-01  4.152E-05    5.25 m    188.98 mm    64.49 mm  
   1.70 GeV   2.060E-01  3.923E-05    5.73 m    201.03 mm    69.61 mm  
   1.80 GeV   2.030E-01  3.719E-05    6.22 m    212.76 mm    74.72 mm  
   2.00 GeV   1.980E-01  3.370E-05    7.21 m    255.57 mm    84.91 mm  
   2.25 GeV   1.933E-01  3.018E-05    8.49 m    313.33 mm    97.50 mm  
   2.50 GeV   1.898E-01  2.734E-05    9.80 m    363.96 mm   109.88 mm  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  1.0894E-02                keV / (ug/cm2) 
  1.0894E-02                MeV / (mg/cm2) 
  1.0894E+01                keV / (mg/cm2) 
  9.0591E-02                 eV / (1E15 atoms/cm2)
  2.4048E-02                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
