 ==================================================================
              SRIM version ---> SRIM-2013.00
              Calc. date   ---> June 03, 2026 
 ==================================================================

 Disk File Name = SRIM Outputs\16N_CD2.txt.txt

 Ion = Nitrogen [7] , Mass = 16 amu

 Target Density =  9.1800E-01 g/cm3 = 1.1039E+23 atoms/cm3
 ======= Target  Composition ========
    Atom   Atom   Atomic    Mass     
    Name   Numb   Percent   Percent  
    ----   ----   -------   -------  
      H      1    033.33    007.18   
      C      6    016.67    042.82   
      H      1    033.33    007.18   
      C      6    016.67    042.82   
 ====================================
 Bragg Correction = 0.54%
 Stopping Units =  MeV / mm       
 See bottom of Table for other Stopping units 

        Ion        dE/dx      dE/dx     Projected  Longitudinal   Lateral
5.49999 eV    1.945E+00  1.794E+01       4 A         2 A         1 A   
5.99999 eV    2.031E+00  1.883E+01       4 A         2 A         2 A   
6.49999 eV    2.114E+00  1.967E+01       5 A         2 A         2 A   
6.99999 eV    2.194E+00  2.048E+01       5 A         2 A         2 A   
7.99999 eV    2.345E+00  2.200E+01       5 A         2 A         2 A   
8.99999 eV    2.488E+00  2.343E+01       5 A         3 A         2 A   
9.99999 eV    2.622E+00  2.477E+01       6 A         3 A         2 A   
10.9999 eV    2.750E+00  2.603E+01       6 A         3 A         2 A   
11.9999 eV    2.873E+00  2.723E+01       6 A         3 A         2 A   
12.9999 eV    2.990E+00  2.837E+01       6 A         3 A         2 A   
13.9999 eV    3.103E+00  2.946E+01       6 A         3 A         2 A   
14.9999 eV    3.212E+00  3.050E+01       7 A         3 A         2 A   
15.9999 eV    3.317E+00  3.151E+01       7 A         3 A         2 A   
16.9999 eV    3.419E+00  3.247E+01       7 A         3 A         2 A   
17.9999 eV    3.518E+00  3.340E+01       7 A         3 A         3 A   
19.9999 eV    3.708E+00  3.517E+01       8 A         4 A         3 A   
22.4999 eV    3.933E+00  3.723E+01       8 A         4 A         3 A   
24.9999 eV    4.146E+00  3.914E+01       8 A         4 A         3 A   
27.4999 eV    4.348E+00  4.093E+01       9 A         4 A         3 A   
29.9999 eV    4.542E+00  4.262E+01       9 A         4 A         3 A   
32.4999 eV    4.727E+00  4.421E+01      10 A         5 A         3 A   
34.9999 eV    4.906E+00  4.572E+01      10 A         5 A         3 A   
37.4999 eV    5.078E+00  4.716E+01      10 A         5 A         4 A   
39.9999 eV    5.244E+00  4.853E+01      11 A         5 A         4 A   
44.9999 eV    5.563E+00  5.110E+01      11 A         5 A         4 A   
49.9999 eV    5.863E+00  5.347E+01      12 A         6 A         4 A   
54.9999 eV    6.150E+00  5.567E+01      12 A         6 A         4 A   
59.9999 eV    6.423E+00  5.772E+01      13 A         6 A         4 A   
64.9999 eV    6.685E+00  5.965E+01      13 A         6 A         5 A   
69.9999 eV    6.938E+00  6.146E+01      14 A         7 A         5 A   
79.9999 eV    7.417E+00  6.480E+01      15 A         7 A         5 A   
89.9999 eV    7.867E+00  6.781E+01      16 A         7 A         5 A   
99.9999 eV    8.292E+00  7.056E+01      17 A         8 A         6 A   
    110 eV    8.697E+00  7.309E+01      18 A         8 A         6 A   
    120 eV    9.084E+00  7.543E+01      19 A         8 A         6 A   
    130 eV    9.455E+00  7.760E+01      20 A         9 A         6 A   
139.999 eV    9.811E+00  7.962E+01      20 A         9 A         7 A   
149.999 eV    1.016E+01  8.152E+01      21 A         9 A         7 A   
159.999 eV    1.049E+01  8.331E+01      22 A        10 A         7 A   
169.999 eV    1.081E+01  8.499E+01      23 A        10 A         7 A   
179.999 eV    1.113E+01  8.659E+01      23 A        10 A         8 A   
199.999 eV    1.173E+01  8.953E+01      25 A        11 A         8 A   
224.999 eV    1.244E+01  9.283E+01      27 A        12 A         9 A   
249.999 eV    1.311E+01  9.579E+01      28 A        12 A         9 A   
274.999 eV    1.375E+01  9.845E+01      30 A        13 A         9 A   
299.999 eV    1.436E+01  1.009E+02      32 A        13 A        10 A   
324.999 eV    1.495E+01  1.031E+02      33 A        14 A        10 A   
349.999 eV    1.551E+01  1.051E+02      35 A        15 A        11 A   
374.999 eV    1.606E+01  1.070E+02      37 A        15 A        11 A   
399.999 eV    1.658E+01  1.087E+02      38 A        16 A        12 A   
449.999 eV    1.759E+01  1.118E+02      41 A        17 A        13 A   
499.999 eV    1.854E+01  1.145E+02      44 A        18 A        13 A   
549.999 eV    1.945E+01  1.169E+02      47 A        19 A        14 A   
599.999 eV    2.031E+01  1.190E+02      50 A        20 A        15 A   
649.999 eV    2.114E+01  1.209E+02      52 A        21 A        16 A   
699.999 eV    2.194E+01  1.226E+02      55 A        22 A        16 A   
799.999 eV    2.345E+01  1.256E+02      61 A        23 A        18 A   
899.999 eV    2.488E+01  1.280E+02      66 A        25 A        19 A   
999.999 eV    2.622E+01  1.300E+02      71 A        27 A        20 A   
   1.10 keV   2.750E+01  1.317E+02      76 A        28 A        21 A   
   1.20 keV   2.873E+01  1.331E+02      81 A        30 A        23 A   
   1.30 keV   2.990E+01  1.343E+02      86 A        32 A        24 A   
   1.40 keV   3.103E+01  1.354E+02      91 A        33 A        25 A   
   1.50 keV   3.212E+01  1.362E+02      95 A        35 A        26 A   
   1.60 keV   3.317E+01  1.370E+02     100 A        36 A        27 A   
   1.70 keV   3.419E+01  1.376E+02     105 A        38 A        28 A   
   1.80 keV   3.518E+01  1.381E+02     110 A        39 A        29 A   
   2.00 keV   3.708E+01  1.389E+02     119 A        42 A        32 A   
   2.25 keV   3.933E+01  1.395E+02     130 A        45 A        34 A   
   2.50 keV   4.146E+01  1.398E+02     142 A        49 A        37 A   
   2.75 keV   4.349E+01  1.398E+02     153 A        52 A        39 A   
   3.00 keV   4.542E+01  1.397E+02     164 A        55 A        42 A   
   3.25 keV   4.727E+01  1.394E+02     175 A        59 A        44 A   
   3.50 keV   4.906E+01  1.390E+02     187 A        62 A        46 A   
   3.75 keV   5.078E+01  1.385E+02     198 A        65 A        49 A   
   4.00 keV   5.245E+01  1.379E+02     209 A        68 A        51 A   
   4.50 keV   5.563E+01  1.366E+02     231 A        74 A        56 A   
   5.00 keV   5.864E+01  1.352E+02     253 A        80 A        60 A   
   5.50 keV   6.150E+01  1.337E+02     274 A        86 A        64 A   
   6.00 keV   6.423E+01  1.321E+02     296 A        92 A        69 A   
   6.50 keV   6.685E+01  1.305E+02     318 A        97 A        73 A   
   7.00 keV   6.938E+01  1.289E+02     340 A       103 A        77 A   
   8.00 keV   7.417E+01  1.257E+02     383 A       114 A        85 A   
   9.00 keV   7.867E+01  1.226E+02     426 A       124 A        93 A   
  10.00 keV   8.292E+01  1.196E+02     469 A       134 A       101 A   
  11.00 keV   8.697E+01  1.167E+02     513 A       144 A       109 A   
  12.00 keV   9.084E+01  1.139E+02     556 A       154 A       116 A   
  13.00 keV   9.455E+01  1.113E+02     599 A       163 A       124 A   
  14.00 keV   9.812E+01  1.088E+02     642 A       172 A       131 A   
  15.00 keV   1.016E+02  1.065E+02     685 A       181 A       139 A   
  16.00 keV   1.049E+02  1.042E+02     727 A       190 A       146 A   
  17.00 keV   1.081E+02  1.021E+02     770 A       199 A       153 A   
  18.00 keV   1.113E+02  1.000E+02     812 A       207 A       160 A   
  20.00 keV   1.173E+02  9.618E+01     897 A       223 A       174 A   
  22.50 keV   1.244E+02  9.184E+01    1002 A       242 A       191 A   
  25.00 keV   1.311E+02  8.794E+01    1107 A       260 A       208 A   
  27.50 keV   1.375E+02  8.442E+01    1210 A       277 A       224 A   
  30.00 keV   1.436E+02  8.121E+01    1313 A       294 A       240 A   
  32.50 keV   1.491E+02  7.828E+01    1415 A       309 A       255 A   
  35.00 keV   1.531E+02  7.558E+01    1516 A       324 A       270 A   
  37.50 keV   1.574E+02  7.310E+01    1616 A       339 A       284 A   
  40.00 keV   1.616E+02  7.081E+01    1717 A       353 A       299 A   
  45.00 keV   1.698E+02  6.669E+01    1915 A       379 A       326 A   
  50.00 keV   1.775E+02  6.310E+01    2111 A       404 A       353 A   
  55.00 keV   1.844E+02  5.993E+01    2305 A       427 A       378 A   
  60.00 keV   1.907E+02  5.712E+01    2496 A       449 A       402 A   
  65.00 keV   1.964E+02  5.460E+01    2686 A       469 A       426 A   
  70.00 keV   2.016E+02  5.233E+01    2873 A       489 A       449 A   
  80.00 keV   2.108E+02  4.838E+01    3244 A       526 A       492 A   
  90.00 keV   2.187E+02  4.507E+01    3609 A       560 A       533 A   
 100.00 keV   2.257E+02  4.224E+01    3970 A       592 A       572 A   
 110.00 keV   2.320E+02  3.979E+01    4326 A       621 A       609 A   
 120.00 keV   2.379E+02  3.764E+01    4678 A       648 A       644 A   
 130.00 keV   2.434E+02  3.575E+01    5026 A       674 A       678 A   
 140.00 keV   2.486E+02  3.406E+01    5370 A       698 A       710 A   
 150.00 keV   2.536E+02  3.254E+01    5711 A       721 A       742 A   
 160.00 keV   2.584E+02  3.118E+01    6048 A       743 A       772 A   
 170.00 keV   2.631E+02  2.993E+01    6382 A       764 A       801 A   
 180.00 keV   2.677E+02  2.880E+01    6712 A       783 A       829 A   
 200.00 keV   2.767E+02  2.679E+01    7362 A       823 A       882 A   
 225.00 keV   2.877E+02  2.469E+01    8154 A       868 A       944 A   
 250.00 keV   2.987E+02  2.293E+01    8926 A       909 A      1002 A   
 275.00 keV   3.097E+02  2.143E+01    9677 A       946 A      1055 A   
 300.00 keV   3.208E+02  2.013E+01    1.04 um      980 A      1105 A   
 325.00 keV   3.321E+02  1.900E+01    1.11 um     1010 A      1152 A   
 350.00 keV   3.433E+02  1.800E+01    1.18 um     1038 A      1196 A   
 375.00 keV   3.545E+02  1.712E+01    1.25 um     1064 A      1237 A   
 400.00 keV   3.656E+02  1.632E+01    1.31 um     1087 A      1275 A   
 450.00 keV   3.875E+02  1.495E+01    1.44 um     1136 A      1346 A   
 500.00 keV   4.087E+02  1.382E+01    1.56 um     1178 A      1409 A   
 550.00 keV   4.292E+02  1.286E+01    1.67 um     1215 A      1466 A   
 600.00 keV   4.488E+02  1.203E+01    1.78 um     1247 A      1517 A   
 650.00 keV   4.677E+02  1.132E+01    1.89 um     1276 A      1565 A   
 700.00 keV   4.859E+02  1.069E+01    1.99 um     1303 A      1608 A   
 800.00 keV   5.202E+02  9.642E+00    2.18 um     1361 A      1684 A   
 900.00 keV   5.523E+02  8.796E+00    2.37 um     1411 A      1751 A   
   1.00 MeV   5.824E+02  8.097E+00    2.54 um     1453 A      1809 A   
   1.10 MeV   6.109E+02  7.510E+00    2.70 um     1490 A      1861 A   
   1.20 MeV   6.379E+02  7.009E+00    2.86 um     1523 A      1907 A   
   1.30 MeV   6.636E+02  6.576E+00    3.01 um     1552 A      1949 A   
   1.40 MeV   6.882E+02  6.197E+00    3.16 um     1578 A      1987 A   
   1.50 MeV   7.116E+02  5.863E+00    3.30 um     1602 A      2022 A   
   1.60 MeV   7.340E+02  5.566E+00    3.44 um     1624 A      2055 A   
   1.70 MeV   7.554E+02  5.300E+00    3.57 um     1644 A      2084 A   
   1.80 MeV   7.758E+02  5.060E+00    3.70 um     1663 A      2112 A   
   2.00 MeV   8.138E+02  4.645E+00    3.95 um     1715 A      2163 A   
   2.25 MeV   8.562E+02  4.218E+00    4.24 um     1781 A      2218 A   
   2.50 MeV   8.933E+02  3.869E+00    4.53 um     1839 A      2266 A   
   2.75 MeV   9.256E+02  3.577E+00    4.80 um     1891 A      2309 A   
   3.00 MeV   9.535E+02  3.329E+00    5.07 um     1938 A      2348 A   
   3.25 MeV   9.775E+02  3.115E+00    5.32 um     1981 A      2384 A   
   3.50 MeV   9.979E+02  2.929E+00    5.58 um     2021 A      2417 A   
   3.75 MeV   1.015E+03  2.765E+00    5.82 um     2059 A      2447 A   
   4.00 MeV   1.030E+03  2.620E+00    6.07 um     2094 A      2476 A   
   4.50 MeV   1.053E+03  2.374E+00    6.54 um     2213 A      2528 A   
   5.00 MeV   1.069E+03  2.173E+00    7.01 um     2321 A      2576 A   
   5.50 MeV   1.080E+03  2.005E+00    7.48 um     2421 A      2619 A   
   6.00 MeV   1.087E+03  1.863E+00    7.94 um     2516 A      2660 A   
   6.50 MeV   1.090E+03  1.740E+00    8.40 um     2606 A      2699 A   
   7.00 MeV   1.091E+03  1.634E+00    8.85 um     2693 A      2736 A   
   8.00 MeV   1.087E+03  1.459E+00    9.77 um     3001 A      2805 A   
   9.00 MeV   1.076E+03  1.319E+00   10.69 um     3284 A      2870 A   
  10.00 MeV   1.061E+03  1.205E+00   11.63 um     3550 A      2932 A   
  11.00 MeV   1.043E+03  1.110E+00   12.58 um     3805 A      2992 A   
  12.00 MeV   1.024E+03  1.030E+00   13.54 um     4052 A      3051 A   
  13.00 MeV   1.003E+03  9.615E-01   14.53 um     4294 A      3109 A   
  14.00 MeV   9.819E+02  9.019E-01   15.54 um     4532 A      3167 A   
  15.00 MeV   9.604E+02  8.496E-01   16.56 um     4768 A      3225 A   
  16.00 MeV   9.389E+02  8.034E-01   17.62 um     5003 A      3283 A   
  17.00 MeV   9.177E+02  7.622E-01   18.69 um     5237 A      3341 A   
  18.00 MeV   8.968E+02  7.253E-01   19.79 um     5472 A      3400 A   
  20.00 MeV   8.566E+02  6.618E-01   22.07 um     6366 A      3520 A   
  22.50 MeV   8.096E+02  5.972E-01   25.08 um     7667 A      3676 A   
  25.00 MeV   7.665E+02  5.447E-01   28.25 um     8899 A      3839 A   
  27.50 MeV   7.271E+02  5.011E-01   31.59 um     1.01 um     4011 A   
  30.00 MeV   6.911E+02  4.642E-01   35.12 um     1.13 um     4191 A   
  32.50 MeV   6.608E+02  4.327E-01   38.82 um     1.24 um     4381 A   
  35.00 MeV   6.402E+02  4.054E-01   42.66 um     1.36 um     4579 A   
  37.50 MeV   6.180E+02  3.815E-01   46.63 um     1.47 um     4784 A   
  40.00 MeV   5.932E+02  3.604E-01   50.76 um     1.59 um     4999 A   
  45.00 MeV   5.477E+02  3.248E-01   59.53 um     2.02 um     5456 A   
  50.00 MeV   5.093E+02  2.959E-01   68.99 um     2.42 um     5952 A   
  55.00 MeV   4.764E+02  2.720E-01   79.14 um     2.82 um     6487 A   
  60.00 MeV   4.479E+02  2.518E-01   89.97 um     3.21 um     7062 A   
  65.00 MeV   4.230E+02  2.345E-01  101.45 um     3.60 um     7674 A   
  70.00 MeV   4.009E+02  2.196E-01  113.59 um     3.99 um     8324 A   
  80.00 MeV   3.637E+02  1.950E-01  139.77 um     5.45 um     9734 A   
  90.00 MeV   3.333E+02  1.755E-01  168.49 um     6.81 um     1.13 um  
 100.00 MeV   3.080E+02  1.598E-01  199.69 um     8.12 um     1.30 um  
 110.00 MeV   2.865E+02  1.467E-01  233.35 um     9.42 um     1.48 um  
 120.00 MeV   2.680E+02  1.357E-01  269.42 um    10.72 um     1.67 um  
 130.00 MeV   2.519E+02  1.263E-01  307.91 um    12.03 um     1.88 um  
 140.00 MeV   2.376E+02  1.182E-01  348.77 um    13.35 um     2.10 um  
 150.00 MeV   2.250E+02  1.111E-01  392.01 um    14.70 um     2.33 um  
 160.00 MeV   2.136E+02  1.048E-01  437.62 um    16.06 um     2.58 um  
 170.00 MeV   2.034E+02  9.928E-02  485.58 um    17.44 um     2.83 um  
 180.00 MeV   1.941E+02  9.430E-02  535.90 um    18.85 um     3.10 um  
 200.00 MeV   1.779E+02  8.576E-02  643.52 um    24.25 um     3.68 um  
-----------------------------------------------------------
 Multiply Stopping by        for Stopping Units
 -------------------        ------------------
  1.0000E-01                 eV / Angstrom 
  1.0000E+00                keV / micron   
  1.0000E+00                MeV / mm       
  1.0894E-02                keV / (ug/cm2) 
  1.0894E-02                MeV / (mg/cm2) 
  1.0894E+01                keV / (mg/cm2) 
  9.0591E-02                 eV / (1E15 atoms/cm2)
  1.7790E-03                L.S.S. reduced units
 ==================================================================
 (C) 1984,1989,1992,1998,2008 by J.P. Biersack and J.F. Ziegler
